Shooter,X,Y,Z,Weapon
sh1ro,384.40,-879.13,-391.97,Dual Berettas
sh1ro,384.68,-870.45,-391.97,Dual Berettas
sh1ro,384.93,-862.19,-391.97,Dual Berettas
sh1ro,384.51,-868.78,-391.97,Dual Berettas
sh1ro,385.12,-861.21,-391.97,Dual Berettas
molodoy,696.76,-1009.73,-415.97,Dual Berettas
sh1ro,409.25,-834.69,-391.97,Dual Berettas
KSCERATO,833.10,-1066.14,-415.97,Glock-18
sh1ro,407.13,-836.49,-391.97,Dual Berettas
sh1ro,398.92,-850.21,-391.97,Dual Berettas
KSCERATO,844.48,-1052.38,-415.97,Glock-18
KSCERATO,853.41,-1036.64,-415.97,Glock-18
sh1ro,920.47,-888.73,-767.97,Dual Berettas
sh1ro,937.16,-899.99,-767.97,Dual Berettas
KSCERATO,608.60,-1342.56,-767.97,Glock-18
sh1ro,936.43,-898.67,-767.97,Dual Berettas
KSCERATO,597.03,-1333.62,-765.97,Glock-18
sh1ro,924.09,-889.44,-767.97,Dual Berettas
sh1ro,916.85,-884.19,-767.97,Dual Berettas
KSCERATO,574.39,-1315.64,-765.97,Glock-18
sh1ro,915.99,-883.57,-767.97,Dual Berettas
sh1ro,898.50,-868.98,-767.97,Dual Berettas
KSCERATO,393.05,-1312.85,-767.97,Glock-18
KSCERATO,397.44,-1317.66,-767.97,Glock-18
sh1ro,903.09,-869.56,-767.97,Dual Berettas
KSCERATO,394.58,-1314.42,-767.97,Glock-18
sh1ro,886.56,-850.28,-765.97,Dual Berettas
sh1ro,866.46,-828.49,-765.97,Dual Berettas
KSCERATO,403.26,-1323.95,-767.97,Glock-18
sh1ro,857.16,-818.35,-765.97,Dual Berettas
KSCERATO,410.60,-1331.55,-767.97,Glock-18
sh1ro,859.37,-820.31,-765.97,Dual Berettas
sh1ro,853.83,-815.52,-765.97,Dual Berettas
sh1ro,845.79,-808.73,-765.97,Dual Berettas
yuurih,-1947.01,-1102.11,-415.97,Tec-9
yuurih,-1941.15,-1103.16,-415.97,Tec-9
yuurih,-1914.00,-1109.09,-415.97,Tec-9
molodoy,-1619.41,-1152.74,-415.97,Tec-9
yuurih,-1776.64,-1176.20,-415.97,Tec-9
yuurih,-1761.03,-1178.64,-415.97,Tec-9
molodoy,-1510.02,-1155.57,-415.97,Tec-9
KSCERATO,-1426.87,-1076.60,-415.97,Knife
FalleN,-1268.03,-1160.79,-372.17,Smoke Grenade
molodoy,-1056.47,-1142.97,-369.11,Smoke Grenade
sh1ro,1667.84,-1130.07,-377.64,Incendiary Grenade
YEKINDAR,-640.91,-1421.28,-415.97,Smoke Grenade
KSCERATO,-356.71,-930.67,-415.97,HE Grenade
chopper,1004.53,-406.88,-127.97,Incendiary Grenade
YEKINDAR,-316.28,-1741.80,-415.97,Flashbang
zont1x,818.40,72.34,-415.97,Smoke Grenade
zweih,824.44,-636.81,-117.08,Flashbang
chopper,808.73,-719.89,-206.97,Flashbang
KSCERATO,-267.57,-1050.53,-415.97,Molotov
donk,730.92,182.73,-610.99,USP-S
donk,821.17,-79.22,-639.97,USP-S
donk,839.04,-140.02,-639.97,USP-S
chopper,603.85,-1178.46,-366.97,Smoke Grenade
zont1x,390.12,359.21,-421.13,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,390.92,359.29,-421.14,M4A1
zont1x,420.11,424.13,-435.55,M4A1
zont1x,422.13,430.18,-436.90,M4A1
zont1x,423.40,436.47,-438.30,M4A1
zont1x,425.76,444.10,-439.99,M4A1
zont1x,428.22,450.83,-441.49,M4A1
zont1x,431.27,458.62,-443.22,M4A1
zont1x,433.88,465.01,-444.64,M4A1
zont1x,435.37,468.66,-445.45,M4A1
zont1x,435.60,469.23,-445.57,M4A1
zont1x,435.76,469.58,-445.65,M4A1
molodoy,-6.71,-769.65,-64.28,Molotov
yuurih,-13.83,-1473.88,-41.28,Molotov
YEKINDAR,-219.13,-1207.15,-415.97,Flashbang
FalleN,-448.13,-973.92,-415.97,Smoke Grenade
FalleN,-396.61,-997.39,-415.97,Flashbang
yuurih,-13.83,-1473.88,-3.38,Flashbang
molodoy,-6.71,-769.65,-62.22,Flashbang
chopper,377.98,-1305.91,-415.97,MP9
chopper,384.29,-1313.49,-415.97,MP9
FalleN,-357.90,-1015.03,-415.97,Flashbang
chopper,391.75,-1321.39,-415.97,MP9
KSCERATO,367.67,-1216.06,-415.97,MAC-10
chopper,402.43,-1328.93,-415.97,MP9
KSCERATO,381.60,-1216.05,-415.97,MAC-10
chopper,411.60,-1329.49,-415.97,MP9
KSCERATO,395.81,-1216.14,-415.97,MAC-10
chopper,423.95,-1326.48,-415.97,MP9
KSCERATO,400.33,-1216.04,-415.97,MAC-10
yuurih,-13.83,-1473.88,-2.28,Flashbang
chopper,431.01,-1326.32,-415.97,MP9
KSCERATO,397.10,-1216.36,-415.97,MAC-10
chopper,433.61,-1330.20,-415.97,MP9
KSCERATO,392.46,-1216.98,-415.97,MAC-10
chopper,434.43,-1334.12,-415.97,MP9
KSCERATO,393.28,-1216.22,-415.97,MAC-10
chopper,437.47,-1338.82,-415.97,MP9
KSCERATO,399.52,-1216.06,-415.97,MAC-10
chopper,442.40,-1338.83,-415.97,MP9
KSCERATO,410.11,-1216.06,-415.97,MAC-10
chopper,447.30,-1334.23,-415.97,MP9
chopper,449.11,-1328.54,-415.97,MP9
KSCERATO,423.34,-1216.06,-415.97,MAC-10
KSCERATO,435.31,-1216.04,-415.97,MAC-10
chopper,450.41,-1320.65,-415.97,MP9
chopper,453.24,-1314.45,-415.97,MP9
KSCERATO,450.55,-1216.17,-415.97,MAC-10
chopper,458.15,-1306.83,-415.97,MP9
KSCERATO,456.68,-1217.36,-415.97,MAC-10
chopper,463.55,-1301.57,-415.97,MP9
KSCERATO,454.23,-1216.38,-415.97,MAC-10
chopper,472.40,-1300.42,-415.97,MP9
KSCERATO,446.83,-1216.05,-415.97,MAC-10
chopper,478.31,-1304.45,-415.97,MP9
KSCERATO,438.20,-1216.04,-415.97,MAC-10
molodoy,-6.71,-769.65,-59.81,Flashbang
chopper,483.60,-1313.87,-415.97,MP9
KSCERATO,424.95,-1216.05,-415.97,MAC-10
chopper,486.67,-1317.14,-415.97,MP9
YEKINDAR,327.72,-1280.81,-415.97,Tec-9
KSCERATO,409.71,-1216.05,-415.97,MAC-10
chopper,489.37,-1313.69,-415.97,MP9
KSCERATO,393.06,-1216.03,-415.97,MAC-10
chopper,490.50,-1308.96,-415.97,MP9
KSCERATO,375.42,-1216.06,-415.97,MAC-10
YEKINDAR,326.03,-1269.59,-415.97,Tec-9
YEKINDAR,317.30,-1278.86,-415.97,Tec-9
KSCERATO,349.06,-1216.08,-415.97,MAC-10
YEKINDAR,312.20,-1291.40,-415.97,Tec-9
KSCERATO,355.88,-1216.23,-415.97,MAC-10
KSCERATO,366.74,-1216.03,-415.97,MAC-10
YEKINDAR,311.25,-1290.14,-415.97,Tec-9
KSCERATO,378.55,-1216.06,-415.97,MAC-10
KSCERATO,388.33,-1216.04,-415.97,MAC-10
YEKINDAR,311.32,-1288.94,-415.97,Tec-9
KSCERATO,402.42,-1216.05,-415.97,MAC-10
KSCERATO,416.27,-1216.06,-415.97,MAC-10
KSCERATO,424.62,-1217.43,-415.97,MAC-10
KSCERATO,424.23,-1220.06,-415.97,MAC-10
KSCERATO,419.19,-1220.84,-415.97,MAC-10
YEKINDAR,337.34,-1289.45,-415.97,Molotov
FalleN,400.06,-1026.96,-391.97,Tec-9
zweih,367.62,-714.50,-415.97,MP9
FalleN,405.03,-1013.55,-391.97,Tec-9
zweih,363.34,-714.99,-415.97,MP9
zweih,356.24,-715.91,-415.97,MP9
FalleN,398.12,-1011.31,-391.97,Tec-9
zweih,347.14,-717.27,-415.11,MP9
zweih,336.76,-718.81,-414.09,MP9
zweih,329.43,-719.63,-413.54,MP9
zweih,323.82,-719.93,-413.34,MP9
zweih,322.99,-719.84,-413.40,MP9
zweih,417.85,-997.70,-391.97,MP9
molodoy,162.31,-1089.74,-415.97,Tec-9
zweih,420.94,-1010.51,-391.97,MP9
zweih,425.34,-1027.45,-391.97,MP9
molodoy,162.14,-1088.79,-415.97,Tec-9
zweih,428.93,-1041.58,-391.97,MP9
zweih,433.01,-1059.79,-391.97,MP9
molodoy,160.06,-1079.12,-415.97,Tec-9
zweih,435.56,-1073.00,-391.97,MP9
sh1ro,974.51,-1619.31,-415.97,HE Grenade
zweih,437.76,-1082.73,-391.97,MP9
molodoy,160.03,-1071.21,-415.97,Tec-9
zweih,438.83,-1083.16,-391.97,MP9
zweih,439.79,-1078.26,-391.97,MP9
zweih,440.46,-1073.18,-391.97,MP9
zweih,441.10,-1066.62,-391.97,MP9
zweih,441.52,-1061.43,-391.97,MP9
zweih,441.97,-1055.07,-391.97,MP9
zweih,442.23,-1051.38,-391.97,MP9
YEKINDAR,422.62,-1243.29,-415.97,Tec-9
YEKINDAR,421.72,-1235.82,-415.97,Tec-9
YEKINDAR,403.90,-1234.50,-415.97,Tec-9
donk,440.51,-1417.09,-407.06,M4A1
zont1x,1075.68,-39.01,-415.97,Knife
donk,448.81,-1415.44,-415.94,M4A1
YEKINDAR,390.76,-1234.55,-415.97,Tec-9
YEKINDAR,398.62,-1232.17,-415.97,Tec-9
YEKINDAR,412.26,-1228.67,-415.97,Tec-9
zont1x,1096.64,-137.76,-415.97,Knife
zont1x,1124.44,-229.06,-415.97,Knife
sh1ro,861.02,-1686.48,-415.47,AWP
yuurih,901.23,-1559.97,-228.77,Tec-9
yuurih,923.84,-1553.06,-255.61,Tec-9
yuurih,940.88,-1565.70,-311.86,Tec-9
yuurih,944.65,-1583.79,-380.22,Tec-9
yuurih,947.83,-1601.25,-415.97,Tec-9
yuurih,948.96,-1620.75,-415.97,Tec-9
sh1ro,805.93,-1625.49,-415.97,AWP
yuurih,947.26,-1647.19,-415.97,Tec-9
yuurih,943.10,-1674.22,-415.97,Tec-9
yuurih,939.26,-1695.41,-415.97,Tec-9
yuurih,941.56,-1697.50,-415.97,Tec-9
yuurih,937.45,-1691.63,-415.97,Tec-9
yuurih,924.94,-1683.00,-415.97,Tec-9
yuurih,911.61,-1680.51,-415.97,Tec-9
yuurih,890.91,-1674.08,-415.97,Tec-9
zweih,64.47,-1201.10,-415.97,MP9
zweih,69.56,-1200.88,-415.97,MP9
zont1x,957.23,-313.84,-127.97,M4A1
zweih,75.85,-1199.86,-415.97,MP9
zweih,80.81,-1198.68,-415.97,MP9
zont1x,951.95,-311.44,-127.97,M4A1
zweih,87.04,-1198.01,-415.97,MP9
zweih,92.09,-1198.13,-415.97,MP9
zweih,98.44,-1197.55,-415.97,MP9
KSCERATO,-69.32,-1205.39,-415.97,MAC-10
KSCERATO,-69.95,-1222.47,-415.97,MAC-10
KSCERATO,-70.31,-1230.92,-415.97,MAC-10
KSCERATO,-70.32,-1229.15,-415.97,MAC-10
KSCERATO,-70.12,-1221.91,-415.97,MAC-10
KSCERATO,164.95,-1259.50,-415.97,Smoke Grenade
KSCERATO,253.30,-1373.01,-775.97,Smoke Grenade
zont1x,393.39,-965.14,-585.97,M4A1
zont1x,394.15,-972.17,-585.97,M4A1
zont1x,393.68,-974.71,-585.97,M4A1
zont1x,389.10,-977.52,-585.97,M4A1
zont1x,388.94,-977.60,-585.97,M4A1
zont1x,389.34,-977.49,-585.97,M4A1
zont1x,390.70,-976.98,-585.97,M4A1
zont1x,390.70,-976.98,-585.97,M4A1
zont1x,388.47,-978.47,-585.97,M4A1
zont1x,385.74,-980.30,-585.97,M4A1
zont1x,385.24,-980.61,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
zont1x,384.94,-980.81,-585.97,M4A1
KSCERATO,782.21,-1190.34,-768.97,M4A1
KSCERATO,782.67,-1188.02,-768.97,M4A1
KSCERATO,782.67,-1188.02,-768.97,M4A1
KSCERATO,782.67,-1188.02,-768.97,M4A1
KSCERATO,782.67,-1188.02,-768.97,M4A1
KSCERATO,777.59,69.40,-639.97,Knife
molodoy,-1868.76,-1076.10,-415.97,Glock-18
molodoy,-1827.05,-1092.65,-415.97,Glock-18
molodoy,-1783.47,-1110.97,-415.97,Glock-18
molodoy,-1739.44,-1117.44,-415.97,Glock-18
FalleN,-1701.26,-1201.30,-415.97,Glock-18
molodoy,-1586.09,-1119.11,-415.97,Glock-18
FalleN,-1665.18,-1194.57,-415.97,Glock-18
FalleN,-1629.21,-1195.23,-415.97,Glock-18
molodoy,-1505.76,-1119.45,-415.97,Glock-18
FalleN,-1597.51,-1205.21,-415.97,Glock-18
molodoy,-1468.75,-1113.52,-415.97,Glock-18
chopper,1963.94,-460.04,-351.97,Knife
chopper,1607.06,-477.36,-360.59,Knife
YEKINDAR,-367.64,-897.11,-415.97,HE Grenade
chopper,970.93,-476.15,-127.97,Smoke Grenade
molodoy,-243.84,-1077.14,-415.97,Flashbang
yuurih,-308.75,-1036.48,-415.97,Smoke Grenade
zont1x,835.89,57.88,-415.97,Smoke Grenade
FalleN,-260.74,-1176.55,-114.69,Molotov
yuurih,-52.18,-1159.30,-415.47,Flashbang
KSCERATO,152.78,-905.23,-415.97,HE Grenade
YEKINDAR,567.78,-1235.91,-367.80,MAC-10
YEKINDAR,586.40,-1238.12,-378.89,MAC-10
zweih,1067.81,-365.90,-127.97,Five-SeveN
chopper,670.77,-1125.35,-415.97,Five-SeveN
YEKINDAR,605.02,-1240.34,-394.86,MAC-10
YEKINDAR,623.64,-1242.55,-415.72,MAC-10
chopper,690.75,-1157.04,-415.97,Five-SeveN
zweih,1059.16,-363.02,-127.97,Five-SeveN
YEKINDAR,628.45,-1243.35,-415.97,MAC-10
YEKINDAR,635.33,-1245.44,-415.97,MAC-10
chopper,713.93,-1186.51,-415.97,Five-SeveN
zweih,1041.12,-359.69,-127.97,Five-SeveN
YEKINDAR,642.19,-1248.49,-415.97,MAC-10
yuurih,216.72,-1294.45,-415.97,Galil AR
YEKINDAR,645.93,-1251.07,-415.97,MAC-10
chopper,733.53,-1211.55,-415.97,Five-SeveN
yuurih,233.62,-1289.97,-415.97,Galil AR
YEKINDAR,648.56,-1253.60,-415.97,MAC-10
YEKINDAR,649.73,-1254.99,-415.97,MAC-10
yuurih,243.21,-1289.67,-415.47,Galil AR
chopper,738.16,-1219.69,-415.97,Five-SeveN
molodoy,448.09,-1263.94,-415.97,AK-47
zweih,1010.27,-352.13,-127.97,Five-SeveN
yuurih,250.55,-1289.51,-415.47,Galil AR
molodoy,456.58,-1278.98,-415.97,AK-47
yuurih,254.97,-1292.15,-415.47,Galil AR
molodoy,459.08,-1280.04,-415.97,AK-47
yuurih,256.23,-1292.90,-415.47,Galil AR
zweih,1019.81,-355.96,-127.97,Five-SeveN
molodoy,458.65,-1273.38,-415.97,AK-47
yuurih,256.23,-1292.90,-415.47,Galil AR
molodoy,457.32,-1261.65,-415.97,AK-47
zweih,1055.70,-376.52,-127.97,Five-SeveN
molodoy,553.72,-1278.75,-415.97,AK-47
molodoy,528.22,-1264.64,-415.97,AK-47
molodoy,528.21,-1264.65,-415.97,AK-47
molodoy,529.37,-1265.34,-415.97,AK-47
molodoy,530.78,-1266.17,-415.97,AK-47
KSCERATO,335.15,-739.83,-400.08,M4A1
KSCERATO,336.93,-742.67,-398.18,M4A1
zweih,1079.39,-340.82,-127.97,Five-SeveN
KSCERATO,336.19,-741.33,-399.07,M4A1
zweih,1090.75,-346.87,-127.97,Five-SeveN
KSCERATO,336.09,-741.14,-399.20,M4A1
KSCERATO,336.09,-741.14,-399.20,M4A1
zont1x,1046.53,-8.35,-415.97,Knife
zweih,1097.35,-349.23,-127.97,Five-SeveN
KSCERATO,336.09,-741.14,-399.20,M4A1
KSCERATO,336.09,-741.14,-399.20,M4A1
KSCERATO,336.09,-741.14,-399.20,M4A1
KSCERATO,336.74,-742.07,-398.58,M4A1
zont1x,1078.28,-104.79,-415.97,Knife
KSCERATO,340.28,-748.87,-394.05,M4A1
zont1x,1105.89,-198.46,-415.97,Knife
KSCERATO,352.63,-846.07,-391.97,Molotov
yuurih,692.54,-908.60,-404.69,Galil AR
yuurih,694.87,-902.15,-403.05,Galil AR
yuurih,696.54,-896.69,-401.58,Galil AR
yuurih,698.36,-890.08,-399.99,Galil AR
yuurih,700.05,-883.44,-399.97,Galil AR
yuurih,701.73,-876.49,-399.97,Galil AR
KSCERATO,365.25,-674.90,-415.97,Smoke Grenade
molodoy,946.55,-1297.20,-415.97,Smoke Grenade
KSCERATO,333.73,-499.75,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
zont1x,1093.58,-459.76,-127.97,Desert Eagle
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.68,-499.54,-415.97,M4A1
KSCERATO,333.55,-495.86,-415.97,M4A1
KSCERATO,323.09,-449.53,-415.97,M4A1
KSCERATO,323.09,-449.71,-415.97,M4A1
donk,1112.09,-422.73,-124.20,FAMAS
KSCERATO,323.06,-447.51,-415.97,M4A1
donk,1110.58,-422.92,-124.57,FAMAS
KSCERATO,322.98,-443.10,-415.97,M4A1
donk,1110.52,-429.95,-124.59,FAMAS
donk,1110.79,-445.90,-124.52,FAMAS
donk,1110.81,-445.07,-124.52,FAMAS
yuurih,739.20,-515.72,-408.24,Molotov
donk,1110.79,-445.36,-124.52,FAMAS
donk,1110.75,-451.97,-124.53,FAMAS
donk,1110.75,-454.42,-124.53,FAMAS
molodoy,932.72,-1181.09,-414.97,Molotov
yuurih,722.07,-405.82,-415.97,Galil AR
yuurih,721.98,-406.08,-415.97,Galil AR
donk,1180.09,-332.21,-127.97,Flashbang
donk,1173.52,-334.47,-127.97,Flashbang
molodoy,951.81,-1391.03,-415.97,AK-47
molodoy,951.85,-1390.12,-415.97,AK-47
FalleN,-58.85,-1179.43,-415.47,Smoke Grenade
sh1ro,735.99,-1354.55,-415.97,Desert Eagle
molodoy,950.99,-1395.23,-415.97,AK-47
molodoy,949.85,-1401.00,-415.97,AK-47
molodoy,948.23,-1408.26,-415.97,AK-47
molodoy,946.56,-1414.85,-415.97,AK-47
molodoy,944.18,-1422.65,-415.97,AK-47
FalleN,-2007.11,-908.24,-352.88,Knife
FalleN,-2054.36,-864.61,-375.48,Knife
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
molodoy,-2532.07,-566.06,-349.97,AK-47
yuurih,-1831.77,-1159.77,-415.97,Glock-18
yuurih,-1817.60,-1146.87,-415.97,Glock-18
yuurih,-1773.45,-1142.01,-415.97,Glock-18
yuurih,-1705.90,-1141.15,-415.97,Glock-18
KSCERATO,-1651.67,-1088.53,-415.97,Knife
yuurih,-1619.04,-1147.22,-415.97,Glock-18
molodoy,-1729.80,-1175.07,-415.97,Glock-18
yuurih,-1553.23,-1151.89,-415.97,Glock-18
molodoy,-1659.08,-1183.83,-415.97,Glock-18
yuurih,-1497.78,-1151.27,-415.97,Glock-18
KSCERATO,-1415.50,-1072.74,-415.97,Knife
KSCERATO,-953.65,-1016.46,-415.97,Knife
chopper,1490.72,-1167.21,-415.97,Smoke Grenade
KSCERATO,-388.51,-877.55,-415.97,HE Grenade
yuurih,-376.02,-1172.46,-116.00,Molotov
KSCERATO,-207.83,-1056.15,-415.97,Smoke Grenade
YEKINDAR,-234.55,-2022.96,-415.97,AK-47
YEKINDAR,-234.55,-2022.96,-415.97,AK-47
YEKINDAR,-234.55,-2022.96,-415.97,AK-47
YEKINDAR,-234.55,-2022.96,-415.97,AK-47
YEKINDAR,-233.86,-2014.49,-415.97,AK-47
FalleN,-505.97,-1624.94,-384.67,Molotov
yuurih,163.13,-1434.21,-90.28,HE Grenade
sh1ro,1427.80,-1223.60,-415.97,Knife
YEKINDAR,108.92,-2056.46,-415.97,AK-47
YEKINDAR,108.92,-2056.46,-415.97,AK-47
YEKINDAR,109.02,-2056.48,-415.97,AK-47
YEKINDAR,126.92,-2062.91,-415.97,AK-47
YEKINDAR,126.88,-2063.68,-415.97,AK-47
molodoy,214.03,-2074.43,-367.97,AK-47
molodoy,214.15,-2077.96,-367.97,AK-47
molodoy,214.19,-2079.19,-367.97,AK-47
molodoy,213.99,-2074.18,-367.97,AK-47
molodoy,214.00,-2074.63,-367.97,AK-47
molodoy,214.38,-2088.64,-367.97,AK-47
molodoy,214.45,-2090.22,-367.97,AK-47
molodoy,120.48,-2044.23,-415.97,AK-47
molodoy,120.54,-2046.74,-415.97,AK-47
molodoy,120.58,-2050.06,-415.97,AK-47
molodoy,120.60,-2052.27,-415.97,AK-47
molodoy,120.63,-2054.50,-415.97,AK-47
molodoy,120.63,-2053.85,-415.97,AK-47
YEKINDAR,481.08,-2301.83,-415.97,Molotov
FalleN,19.40,-941.03,-21.97,Molotov
yuurih,-361.21,-1021.63,-415.97,Smoke Grenade
KSCERATO,159.92,-1245.77,-415.97,Molotov
yuurih,-373.23,-1018.62,-415.97,Flashbang
molodoy,160.21,-1035.85,-415.97,AK-47
molodoy,160.52,-1034.69,-415.97,AK-47
zweih,455.86,-1052.99,-391.97,Five-SeveN
zweih,455.03,-1072.80,-391.97,Five-SeveN
zweih,451.75,-1103.51,-391.97,Five-SeveN
FalleN,-12.48,-769.41,-53.89,Flashbang
zont1x,822.40,453.03,-441.98,Knife
zont1x,856.90,361.29,-421.59,Knife
zont1x,890.39,269.56,-415.97,Knife
zont1x,926.34,175.07,-415.97,Knife
zont1x,986.24,102.68,-415.32,Knife
zont1x,1076.39,-65.82,-415.97,Knife
KSCERATO,886.73,-1000.50,-415.97,AK-47
sh1ro,941.97,-382.50,-228.33,USP-S
KSCERATO,882.72,-999.76,-415.97,AK-47
KSCERATO,885.32,-1000.05,-415.97,AK-47
KSCERATO,889.00,-1000.44,-415.97,AK-47
KSCERATO,892.64,-1000.81,-415.97,AK-47
KSCERATO,897.47,-1001.25,-415.97,AK-47
zweih,390.28,-836.12,-391.97,AK-47
zweih,389.74,-836.48,-391.97,AK-47
donk,341.95,-609.59,-415.97,FAMAS
zweih,388.53,-843.00,-391.97,AK-47
donk,341.00,-612.51,-415.97,FAMAS
zweih,387.55,-849.18,-391.97,AK-47
donk,337.76,-619.29,-415.97,FAMAS
donk,334.94,-625.23,-415.97,FAMAS
zweih,386.62,-855.80,-391.97,AK-47
donk,331.86,-631.82,-415.97,FAMAS
zweih,385.66,-863.74,-391.97,AK-47
donk,331.09,-633.51,-415.97,FAMAS
yuurih,511.97,-1260.44,-415.97,Galil AR
yuurih,512.52,-1260.68,-415.97,Galil AR
yuurih,509.77,-1259.46,-415.97,Galil AR
yuurih,508.25,-1258.78,-415.97,Galil AR
YEKINDAR,58.99,-918.97,-415.97,AK-47
zweih,396.92,-1153.54,-391.97,AK-47
YEKINDAR,57.94,-920.45,-415.97,AK-47
zweih,397.17,-1153.20,-391.97,AK-47
YEKINDAR,56.70,-922.16,-415.97,AK-47
YEKINDAR,56.70,-922.16,-415.97,AK-47
FalleN,160.82,-996.17,-415.97,M4A1
YEKINDAR,57.09,-921.57,-415.97,AK-47
FalleN,162.34,-1007.30,-415.97,M4A1
FalleN,165.73,-1007.36,-415.97,M4A1
zont1x,887.65,-676.90,-403.61,USP-S
yuurih,583.72,-1313.49,-415.97,Galil AR
FalleN,161.98,-1068.74,-415.97,M4A1
yuurih,584.17,-1311.32,-415.97,Galil AR
donk,433.04,-1091.93,-391.97,FAMAS
FalleN,161.71,-1075.11,-415.97,M4A1
donk,432.47,-1091.72,-391.97,FAMAS
zont1x,865.13,-662.01,-399.97,USP-S
FalleN,161.68,-1075.04,-415.97,M4A1
yuurih,572.33,-1303.14,-415.97,Galil AR
donk,432.46,-1087.24,-391.97,FAMAS
FalleN,161.41,-1079.37,-415.97,M4A1
yuurih,574.96,-1304.37,-415.97,Galil AR
FalleN,161.14,-1083.67,-415.97,M4A1
zont1x,851.61,-641.34,-399.97,USP-S
yuurih,578.03,-1305.78,-415.97,Galil AR
FalleN,160.99,-1087.31,-415.97,M4A1
yuurih,581.82,-1307.46,-415.97,Galil AR
FalleN,160.94,-1088.61,-415.97,M4A1
yuurih,585.03,-1308.86,-415.97,Galil AR
yuurih,585.07,-1308.89,-415.97,Galil AR
yuurih,584.40,-1308.61,-415.97,Galil AR
FalleN,217.49,-1102.37,-415.97,M4A1
FalleN,216.97,-1103.66,-415.97,M4A1
yuurih,706.02,-1340.31,-415.97,Galil AR
zont1x,884.81,-647.94,-400.77,USP-S
yuurih,712.54,-1338.72,-415.97,Galil AR
yuurih,714.28,-1337.81,-415.97,Galil AR
zont1x,897.65,-651.27,-413.61,USP-S
yuurih,719.69,-1338.85,-415.97,Galil AR
yuurih,723.41,-1339.64,-415.97,Galil AR
yuurih,725.62,-1340.14,-415.97,Galil AR
FalleN,206.24,-1110.29,-415.97,M4A1
yuurih,728.41,-1340.85,-415.97,Galil AR
FalleN,207.27,-1111.37,-415.97,M4A1
yuurih,731.43,-1341.66,-415.97,Galil AR
FalleN,207.27,-1111.37,-415.97,M4A1
yuurih,734.69,-1342.53,-415.97,Galil AR
FalleN,207.27,-1111.37,-415.97,M4A1
yuurih,737.61,-1343.28,-415.97,Galil AR
YEKINDAR,340.17,-1048.65,-391.97,HE Grenade
FalleN,207.27,-1111.37,-415.97,M4A1
FalleN,207.27,-1111.37,-415.97,M4A1
FalleN,206.51,-1110.75,-415.97,M4A1
FalleN,161.55,-1048.42,-415.97,Smoke Grenade
FalleN,289.67,-1057.29,-391.97,Flashbang
YEKINDAR,483.94,-872.35,-391.97,Smoke Grenade
chopper,722.22,-1585.52,-415.97,P250
YEKINDAR,626.77,-848.61,-415.97,AK-47
FalleN,459.95,-336.24,-413.97,M4A1
YEKINDAR,643.54,-847.33,-415.97,AK-47
FalleN,458.78,-336.48,-413.97,M4A1
YEKINDAR,652.27,-846.77,-415.97,AK-47
FalleN,458.78,-336.48,-413.97,M4A1
YEKINDAR,649.89,-847.02,-415.97,AK-47
FalleN,458.78,-336.48,-413.97,M4A1
YEKINDAR,646.77,-847.32,-415.97,AK-47
